Protein.Group	Run_partial_R2	Plate_partial_R2	Group_partial_R2
Q0D2K0;Q0D2K0-2	0.0119673881788684	0.00224897271705644	0.00925305838806942
P20073;P20073-2	0.00157167197647587	0.00357594219211524	0.0172254738975659
Q15042	0.0343888593759125	0.0294506072625312	0.00163757929155174
P17174	0.0280532438327165	0.0578439439928468	0.00300190496170743
Q8IUR7;Q8IUR7-7	0.0889220058631028	0.0697861430814862	0.00512142375839305
Q13107	0.118257708074578	0.0755390647389628	0.016778592479581
Q15046	0.0713864494041692	0.00806356987617115	0.00917759716743504
P42229	0.0335663006983255	0.0493488140759803	0.0266982566982699
Q16775;Q16775-2	0.0295760640002575	0.0119157805318413	0.00129047329813896
Q86TI2	0.0638923902467606	0.0280487079035497	0.0139374333550207
P31040	0.023953321777889	0.0136944584647414	0.000142069578154795
Q9Y6K5	0.056111132358679	0.0240380479611351	0.00463854999845019
Q15276	0.0607237323682528	0.039815607989094	0.00247700441692297
O14964	0.00195282637961657	0.0074979262035373	0.0122264538529332
Q8WVT3	0.058167727242339	0.143995658207922	0.0050333965230492
P17655	0.0358801896661547	0.0399982005451897	0.0148488507855967
Q8IYI6	0.088272447734761	0.0367570170231832	0.0151925139566204
O75592	0.127297578433992	0.094812927034266	0.0171002066208436
P26440	0.0283414346078636	0.0016062188279123	4.04229210426346e-05
O15269	0.0782442859996252	0.0246872863870463	0.000127709236691067
P20339;P20339-2	0.0420934583824805	0.026134696332917	0.00419695387306935
Q9H2G2;Q9H2G2-2	0.0292209286406294	0.0700204283857306	0.00640632646382811
O43760-2	0.0647789242136726	0.0183085727073553	2.96119601051027e-06
Q14258	0.0784838251734688	0.0556608440496578	0.0106594203710055
Q9BWS9	0.0307476922733921	0.0319380533544731	0.002805424676793
Q8NBJ5	0.113515882652924	0.09348507466269	0.0136890824431537
Q9H4A3;Q9H4A3-2;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7	0.0389169516719113	0.0473843537435635	0.0126006120569578
Q9H3P7	0.0434414815565239	0.0781951319012978	0.000551198761013417
P52788	0.0676658624095018	0.0610462142108617	0.00673454627141405
Q8N3P4;Q8N3P4-3	0.0534981199131039	0.0279121158699628	0.000868216528241174
Q9UIQ6;Q9UIQ6-2;Q9UIQ6-3	0.0389156402685141	0.000153471226084795	0.0113375784086941
Q96B97	0.0148313508560921	0.017961623196485	0.000721096123709343
Q9H2U2-2	0.0616994489360502	0.0674981544730715	9.1235792722228e-05
Q92616	0.0752573192996148	0.0402559095503834	0.000108390850891656
O94915	0.0474251879083101	0.0646276702541586	0.000254848025168393
Q8TD16	0.0758594543743234	0.0339401371604389	0.00503574699172378
Q96CW5	0.0745352013886674	0.0900684292445524	0.00115000182414665
B0I1T2	0.086604843384777	0.0339836653139945	0.000935052541331644
P14927	0.0562722990128093	0.0367990958329024	0.0102579695530034
Q9Y4D8	0.051509972418706	0.10146063995889	0.00403489049527481
Q15057	0.0349041966070377	0.0236842398284653	0.0115714579336386
Q06124-1	0.0599614730008718	0.033772869658736	0.00943275209001467
Q92734;Q92734-2	0.00941273806061463	0.0204990285935894	0.0018817790170964
Q16881;Q16881-2;Q16881-3;Q16881-4;Q16881-5;Q16881-6	0.0480648963728433	0.0421317403634552	0.0111899689058658
Q8NCG7	0.0921191373622796	0.00611314364944825	0.0123425800717977
Q9UKW4	0.0181665795712903	0.0294556150906135	1.08269182298014e-06
P42345	0.0612499776591246	0.0897439617396633	0.00162194244926954
P28290	0.0573890130430527	0.0132373090963329	0.0043035447241057
Q13596	0.0605411771806718	0.113541323672305	0.00202594886578116
Q05823	0.150134064616187	0.0497810420029932	0.0153209019936777
Q6PKG0	0.120621886338218	0.120938042504611	0.00170025940662093
O43314;O43314-2	0.0982242049745077	0.0310717319929402	0.0134611235816262
Q96BY6-3	0.0437929569813048	0.0256983948869649	0.0411150586133528
Q5UE93	0.0266594380925649	0.0279446968365273	0.00228761852862057
Q93100-4	0.0707588480235481	0.0603231992958078	0.00952353652987481
Q9BSQ5;Q9BSQ5-3	0.0764942716297362	0.0192890103581063	0.0161747966746662
P27448-8	0.0561441301447736	0.0988193854486918	0.0130694815025539
Q04656;Q04656-2;Q04656-3;Q04656-5	0.0394235657512212	0.027671121116952	0.00286991897817264
Q5TDH0;Q5TDH0-3	0.0181970006558914	0.0381685494028879	1.70571119204237e-05
Q6NUQ1	0.0642866847358405	0.0293240875497153	0.00732115804896605
Q93009;Q93009-3	0.0575831270871797	0.0288334065137492	0.00071829299975419
Q7Z3U7;Q7Z3U7-5	0.031930506590028	0.021106118854481	0.00229006770267243
Q8NDB2	0.0586193064568743	0.0674227226227244	0.00241092742146585
Q6UX71	0.053646856542101	0.0632795654975143	0.00815142084001287
O15027;O15027-2;O15027-3;O15027-4;O15027-5	0.100585158337406	0.0768624022789801	0.00107533603933544
Q9UNE7	0.0482664778923336	0.0111810018237938	0.00036317517011065
Q00341	0.0370551313568332	0.0136163051041117	0.00293376107386943
O60506-3	0.0100353252442744	0.0311906813736623	0.0160895411614567
Q6NXE6;Q6NXE6-2	0.0793776316242519	0.0210196340035276	0.0506652249811696
Q8N335	0.0617265279508205	0.000179969008553784	0.000243066843860326
Q9BT09	0.033931214276325	0.0433334418330556	0.0053728642672302
Q567U6	0.0363957530304511	0.0237469554536556	0.00607880015593406
Q7KZI7-15;Q7KZI7-16	0.038645200040757	0.0335761768222124	0.00142913392679602
Q15293	0.0471924379012141	0.0047060667563238	0.00206789008773126
Q9P2W9	0.075704897564429	0.0731582491209382	0.0275556943928546
P69849;Q15155;Q5JPE7;Q5JPE7-2	0.0565929932020814	0.0379447949592533	0.0113094233533717
Q8TEW0;Q8TEW0-2	0.0683572057341936	0.0448959960152195	0.00313854412254099
P00352	0.0185137766506537	0.00189242466322645	0.0206969793962195
Q12959-2;Q12959-4	0.0423566174400243	0.0221409973123337	0.00747782742448228
Q86X10-3	0.0991613941072927	0.0358786006073779	0.0117086669352763
Q9H2D6-5	0.181359650747795	0.0300812442148773	0.000223205200463942
Q8IY17;Q8IY17-3	0.146039845239422	0.0442984195540144	0.00333938325580784
Q7Z401;Q7Z401-2	0.0394069047626801	0.0127343659841037	0.0050866317306977
O15031	0.0263833812065717	0.0528211617914864	0.0172664818971732
Q5VWZ2	0.0364909234492621	0.0193504128242597	0.00198496138431186
Q9Y2L9-2	0.0293739489174648	0.0421724534466597	0.0118846544141563
Q9Y296	0.0269023899879963	0.0480534499618534	0.00494771329193527
Q99570	0.0612863651054398	0.0371906008531183	0.0132076389452117
Q8IVW4	0.0991069200622864	0.0152231966368074	0.00100690924163623
Q8N4C8	0.0514754693396068	0.0274812150468957	0.00037978430200488
Q5JQS6	0.089723505554087	0.0444800263534551	0.0065659362636174
Q9NRA1	0.0382621660726325	0.00860480413021901	0.00826638972199516
Q9BY43-2	0.026488122838544	0.00610050208059877	0.0100036558760892
Q9H4B6	0.101023778497876	0.0326110785455087	0.00449142080452037
Q9UBP0;Q9UBP0-3	0.0211377210200166	0.00939903096415767	0.00130293332983509
Q86VS8	0.103268968649222	0.0861039720442127	0.000352515962900766
O60645	0.0325066740179114	0.0427871103989382	0.00797317774722534
Q5VIR6	0.0992247704835142	0.0113830551098878	0.0144021152555516
Q99959-2	0.0666660798134239	0.0695531412407079	0.00374805755382075
Q99873;Q99873-2;Q99873-3	0.0274705045116931	0.0198819320061344	0.0147773627513387
Q8IV38	0.0634699252211612	0.057825708771753	0.0137156010879079
P08133	0.00941285477122066	0.0143102614236454	0.000520237017104782
Q9UMX0	0.0253083054517058	0.0858488162179698	0.00550036213768499
Q99518	0.0242054493495345	0.0237786870357249	0.00251838888796879
Q99576-3	0.0244807823167326	0.0173789060387696	0.0133540127245397
O95340;O95340-2	0.0813774198766256	0.0194922561462263	0.00114961702557889
Q99418;Q99418-2	0.0484580167455169	0.058059707376545	0.0137730499384164
Q63HN8	0.0374593995312838	0.0636622282240826	0.00478738643679431
Q8IUG5;Q8IUG5-3	0.0918342978139271	0.0251691786100475	9.78755391447566e-05
Q70UQ0	0.053346182307452	0.010673925542623	0.0020061256363682
Q9UHD9	0.0280624341082717	0.024213144365762	0.0197036058155222
Q9BZ72	0.0474250434889197	0.0170614288296419	0.00660982998089086
Q08426	0.0179688463511135	0.00563221720524131	7.41585061739662e-05
Q9Y6D5	0.0351107896387003	0.114396840122809	0.0037383977905868
O14818	0.056975286103731	0.0674505568648304	0.0227330932818976
Q96Q05;Q96Q05-2;Q96Q05-3	0.0655627409100269	0.065420630115503	0.0162213536306081
P28907	0.0306258540866247	0.000219460007408539	4.60882041666076e-05
P19474	0.0246712474393537	0.00755261824698841	0.0167835110206502
Q9Y3X0	0.0676729838019124	0.0486545784861212	0.0248980641213036
Q9NZB2;Q9NZB2-6	0.0325238128524527	0.0142538000695943	0.0045565505127517
Q9NX40	0.0817040328642251	0.0422358387129579	0.00354186241054699
O94855;O94855-2	0.0583679357842019	0.0674086843976035	0.00791683613010985
O00471	0.0197339486051137	0.0423536220641387	0.0105813748373637
Q9Y4K4	0.0344912243782946	0.0327530649058844	0.0104307430889275
P61978-3	0.000559272419675252	0.0170378580246029	0.0203637438985511
Q8IY33	0.0990507719980613	0.0938893827350604	0.00724947694143574
Q15811-9	0.156529975172911	0.0985667641147819	0.0273250276933318
Q9BVJ7	0.00505579550892666	0.0203874907440329	0.00151832053089665
O43847-2	0.0487419724082391	0.0281815514598293	0.000407283272135793
O14920	0.0682993563729944	0.0262890475370125	0.00312272562176309
Q9P253	0.0484406277102084	0.0647255430904595	0.0153969012148856
Q9Y4F9	0.0521749449895333	0.0177990316177135	0.00322005883649077
Q13155	0.0484957659931924	0.0479842023741526	0.0098111769701417
Q8IZH2;Q8IZH2-2	0.1441650567897	0.0756591770413239	0.00105157362628433
Q16512;Q16512-2	0.0890813295725187	0.0913425068419716	0.00353320843952679
Q99613;Q99613-2	0.0652954237037372	0.0239656425033572	0.00255683484808642
Q96IV0	0.118889292124212	0.0116470992782236	0.00736268548929866
Q9UQN3	0.0636402282300682	0.0297640086276064	0.000756594644404417
Q15233;Q15233-2	0.004016163626839	0.00825837287338975	0.00417003861240463
P49641	0.0410976154818182	0.0871422382291145	0.00501810956032953
Q13619	0.0270544935489141	0.0637920695575517	0.0183891688988036
P09972	0.00534124834177607	0.0315627963261732	0.0154421233724982
Q5T5U3	0.0582822832594598	0.0569317086784146	0.000203117024324037
P40238	0.0648950614326524	0.0907453740791006	0.0130025650553911
Q96GD0	0.00714577335247615	0.0040570598966107	0.00382220696955605
O43318	0.0728920054776096	0.060566809854859	0.00382894434115438
Q9UPT5;Q9UPT5-5;Q9UPT5-6	0.0939482479856654	0.0355403448540194	0.00142114435188295
Q6PGP7	0.0373853475414849	0.0374452648398307	0.00346292665236995
O00178	0.00328317231759088	0.00944354120130247	0.00736036549396337
Q96AA3	0.063382573968435	0.0294063286980021	0.000249079817187145
P00367	0.0133248482018831	0.035520524523815	0.00661583767300832
P60520	0.0164691964266087	0.0480516297741754	0.0075000779753791
Q06210;Q06210-2	0.0442935874030558	0.012334315803398	0.00572829291292103
P14735	0.0793598478027571	0.037057920530191	0.0186357973558337
P52333	0.0667805766199045	0.0940266818608469	0.0116178534724541
Q9Y4G8	0.0788470788393539	0.0359365329151029	0.00632492989181419
Q9Y240	0.0439577298006359	0.00706709766988837	0.00649552527328153
Q99490-2	0.0624917235884828	0.0358506011259834	0.00105906104687947
P36957	0.0397741989895513	0.0184483617314223	0.000755691435672186
Q9Y263	0.0537387366438449	0.0448599653867616	0.00546892867729028
Q86YS7-3	0.124963985886615	0.0403466885427221	0.00310572715992111
P43155;P43155-2	0.0839093245510341	0.0336675910578276	1.90831487960645e-05
Q92890;Q92890-1	0.253968488101461	0.060599283129933	0.00179849496653566
Q13287	0.0297863165415434	0.00535296328341974	0.00221202285727276
Q15904	0.0734078728600906	0.047041188194031	0.00217774674522304
Q9NUB1;Q9NUB1-2	0.0309119997585543	0.00310740463007669	0.0356302394370733
Q14232	0.0604750976635753	0.0678443002676128	0.0137550733956325
Q9Y4P8;Q9Y4P8-4	0.0415145256100506	0.0465996939001638	0.0194724343265947
Q13616	0.0146503431254118	0.00401345151650717	0.0130726681479989
O95486	0.0544779414090038	0.0183516911044468	2.29862518433007e-06
P35580;P35580-2;P35580-3;P35580-4;P35580-5	0.119030552054895	0.023830090953301	0.012761325820408
P33908	0.00786943206619846	0.0155316986850779	0.00190807770594958
Q16658	0.0559208513331121	0.015885951586578	0.00313002935245162
P62851	0.00376145254785092	0.0152112658017117	0.00242716394049126
Q9NZM3;Q9NZM3-2	0.107329759160974	0.090032296344201	0.00571388633553991
Q96AE4;Q96AE4-2	0.0303043744518328	0.0268835020708136	2.40185076023141e-06
O15084-1	0.0760453189240741	0.0324115227213378	0.019412149017784
Q9Y6K9-2	0.0466718419868204	0.0416808652103661	0.00740047789870032
P42338	0.031365864124067	0.0115841609679122	0.00871214700416504
P08603	0.00170506564069658	0.000858870075314191	0.000611334401145352
Q9UN37	0.0956472944543758	0.0317302202995086	0.0129216407918865
Q92900-2	0.0324445172604827	0.0188496445644233	0.00974559630439302
Q07812-2	0.112691285696509	0.0319727816735181	0.000804182040880153
Q8NEN9	0.0863142535992781	0.0254849510747247	0.0319491628209548
Q9UDT6-2	0.046204277674059	0.0405679330207567	0.0174620587531162
Q86VW0	0.114092252463121	0.100328972969484	1.65254708687181e-05
O75122-3	0.0660010808412103	0.0683976563987654	0.00928264287101102
Q92508	0.0533098390037485	0.0326827610863417	0.00691850706884546
Q12882	0.0470595081920379	0.0289678956503474	0.0129354744067782
Q9UQ13;Q9UQ13-2	0.0076902203950178	0.0294945847956475	0.00382539386231607
Q7Z3J2	0.104675203094877	0.117949443892253	0.0101000784388779
Q9UNK0	0.0764027309044025	0.0378051209732931	0.00502348701752965
O14579	0.0952008337996799	0.0565384244835215	6.627004437517e-05
Q9NQC7;Q9NQC7-2	0.127641653415724	0.0722712929932365	0.0192419835514021
Q13546	0.0801241453489538	0.0422988700399266	0.00998074258872184
Q13614-2	0.124355084311164	0.07152076493448	0.000669489626829154
P12955	0.035653817727483	0.0899527655026853	0.00848159891044635
Q8NHP6	0.0297809328388437	0.0376192896982221	0.00406919476948492
Q96RR4-7	0.0233163054738609	0.0287482176350167	0.000358335274445465
Q8TC05	0.132408687424906	0.0216604588910436	0.00157322845361125
Q92820	0.0549737963029967	0.0643380459049268	0.00554451106131665
Q9NVH1	0.0087994027752096	0.000326507062746333	0.00461224361080695
Q9Y6I3;Q9Y6I3-1;Q9Y6I3-3	0.0674101140026524	0.0678599922680341	0.0142446623426021
P42858	0.0290922583430745	0.0435964972056846	0.0159037155181796
Q96N67;Q96N67-2;Q96N67-3;Q96N67-4;Q96N67-5;Q96N67-6	0.0725700215236437	0.0353720352688812	0.00420838784444703
O43427;O43427-2	0.111318825554902	0.0207519595206547	0.0102500600797426
C4AMC7;Q6VEQ5	0.0324749282179058	0.0513523462864368	1.94623773071426e-05
Q96A33	0.0822747869175102	0.0406036631297811	0.0134968941092036
P09958	0.055683232018617	0.0133366575640319	0.00315915281005245
Q9H4G4	0.0230082338251569	0.00432584284199095	0.00128319740477997
O43264	0.0656577070388822	0.0899374990412674	0.0306805380666245
O60890	0.0500715415264055	0.0517218921167441	0.00596607828068143
P55268	0.0179789298956481	0.0105236937586623	0.0016529523220173
Q9Y5R8	0.0162372411980868	0.0505865643932869	0.00103218557334944
Q9H9A6	0.102481325030733	0.0783818158212976	0.00121549936615633
Q13085;Q13085-2;Q13085-4	0.0830971888393028	0.0341450583764399	0.0291152465430563
Q9BTW9;Q9BTW9-4	0.0244986056129175	0.0324232166168488	0.0021705916081009
Q9UNN5	0.0613906242062103	0.0744824331328261	0.00714230497534161
P42765	0.0473219207785515	0.0108360809179802	0.00730176217006654
P48739-3	0.0450713140702685	0.0370335081930772	0.0179817040294386
P20810-6	0.0607211016278899	0.033238314826346	0.010551943466473
P40818	0.00903269035209701	0.00415155821446685	0.0207135587078846
Q15477	0.0823876554263533	0.0976313260105539	0.00787209509961294
P53602	0.0191656747137532	0.0366718663228696	0.0232716010978904
O75718	0.0795963406875687	0.0657947214869908	0.00259281790857847
P46940	0.00291196269086394	0.0413351860687015	0.00109920577655992
Q92609;Q92609-2	0.0683605201781492	0.0393612212960889	0.00107107735411667
P11233	0.0666538399161959	0.0403060462092701	0.0256916724295157
Q7Z745;Q7Z745-2	0.0773474735641785	0.0488102996168475	0.00893598583402515
O95248-4;O95248-5	0.0247341982937674	0.00726639390989123	0.00698644964123376
Q92530	0.00197807069178424	0.0342226197269055	0.00183918834820859
P35611-3;P35611-6	0.00192255641669958	0.00700018706094477	0.00899092792690236
Q9NSY1	0.0322519150464724	0.0627122298543174	0.000467430294148008
Q96P70	0.121255739624201	0.0519566409432634	0.00895750135422434
Q96A65	0.045616441012297	0.0701178720009427	0.0133290492236671
P16150	0.0321930580245593	0.0106177383719197	0.01948119129022
P22102	0.0538879373724033	0.0626123477387	0.042391703213037
O94804	0.0537706888727216	0.0252565645136252	0.00544556485276562
Q9UKF7-2	0.0623941208679062	0.0297061155209305	0.014458069962998
P41252	0.0351118358460655	0.0470718892044711	0.00559159988520703
Q9H3G5	0.0312355949697335	0.0134082708626974	0.0171813309506939
Q8WZA9	0.0782837116727037	0.0382784792319715	0.00838334526982073
Q66K14;Q66K14-2	0.0491670428964716	0.0251353409298648	0.0188857521153048
Q9NV70-2	0.0374477781678977	0.0230930144850146	0.0287715556807981
Q5XPI4;Q5XPI4-2	0.00522348894393306	0.000415562316732377	0.0097058683989767
P07332	0.0856647414555873	0.0303719217465592	0.0241910733454824
Q9UJ41;Q9UJ41-3;Q9UJ41-4	0.0947729012070117	0.0760029053553675	0.0172733101881782
Q4LDE5	0.0890329621049684	0.0464595264655765	0.00556210265982566
P49754	0.0555511200935617	0.0203112731726268	0.00674146661198751
P48634	0.0281603031989778	0.00648558687889438	0.000770306643766682
Q13363	0.0663796395642324	0.0520794873198296	0.0203902522015719
O60841	0.0430865253708809	0.0460911685868233	0.000322291313746105
Q08379	0.0818210853433297	0.0222073543971122	0.0119166546974878
P52597	0.0722164160460489	0.0426325507573771	0.00512764120360868
O95352	0.0416062093728349	0.012626906194017	0.0149595567255549
Q9Y5L0-1	0.0764846392618585	0.00928790630699614	0.00963362353757792
P35236;P35236-2;P35236-3	0.107357571336267	0.123326464137562	0.0332354292645991
P29597	0.0546460925014908	0.014619690077214	0.0101868181674794
Q12907	0.0654008443119909	0.0589892935067869	0.0377715008655008
A2RRP1	0.115974066190305	0.0957611042450341	0.00793256850121556
Q93034	0.0568509287661935	0.0319295151095299	0.0250636089276973
Q9H8Y8;Q9H8Y8-2;Q9H8Y8-3	0.0559983097942709	0.0631828722282666	0.00770985623028834
Q15386	0.0495129708471215	0.0727991079376402	0.00792605179883477
Q9HC38;Q9HC38-2	0.0279497478693334	0.00728574295772232	0.0175330027049679
Q8N1B4	0.0629331792234436	0.0797160421061761	0.0138221304404354
O75410;O75410-9	0.0619296179126697	0.0371952759632632	0.00154195003810964
P27361	0.0227683982001997	0.0595181662901083	0.0153002467007076
P11274;P11274-2	0.173469786253551	0.106887645004563	0.0174579892764238
Q9H7D0	0.0807978673268234	0.0651861997702021	0.0103575908145154
O75223	0.11423245191545	0.035153458664834	0.00975591499572641
Q9P035	0.0292539707703485	0.0504170272509529	0.000346272308827815
P57737-3	0.0328344173179528	0.030688251410001	0.000248337537801704
O15427	0.0642945082657272	0.0536088844795943	0.0103741811528779
Q9BZL4-3	0.116393703571473	0.0274622237840227	0.000405377174220966
P62249	0.0541876718363716	0.0447360301262719	0.015252719004446
P27986;P27986-4	0.0406288579476795	0.0120267963855288	0.00202450942946089
Q92804;Q92804-2	0.00141080628950847	0.0194593539485452	0.0015524961320607
